Combination,# Total used,# Children used,# Adults used,# Total found,# Children found,# Adults found,Total used (%),Children used (%),Adults used (%),Difference,Ratio Children:Adults used(%),Fisher's Exact Test,p-Value,Success
flower + fire,1,0,1,9,6,3,11,0,33,33,0:100,0.0,0.33,False
flower + obsidian,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
flower + bacteria,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
flower + brick,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
flower + geyser,1,1,0,4,2,2,25,50,0,50,100:0,inf,1.0,False
flower + air,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
lava + flower,1,1,0,8,6,2,12,17,0,17,100:0,inf,1.0,False
flower + rain,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
grass + bacteria,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
garden + mud,1,1,0,22,12,10,5,8,0,8,100:0,inf,1.0,False
swamp + flower,1,1,0,3,3,0,33,33,0,33,100:0,nan,1.0,False
flower + steam,1,1,0,9,6,3,11,17,0,17,100:0,inf,1.0,False
flower + wind,1,1,0,4,3,1,25,33,0,33,100:0,inf,1.0,False
garden + hurricane,1,1,0,11,5,6,9,20,0,20,100:0,inf,0.45,False
lava + hurricane,1,0,1,42,21,21,2,0,5,5,0:100,0.0,1.0,False
brick + grass,1,0,1,21,10,11,5,0,9,9,0:100,0.0,1.0,False
grass + lava,1,1,0,31,20,11,3,5,0,5,100:0,inf,1.0,False
steam + air,1,0,1,150,102,48,1,0,2,2,0:100,0.0,0.32,True
earth + cloud,1,0,1,73,51,22,1,0,5,5,0:100,0.0,0.3,True
sky + fog,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
sky + steam,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
sky + fire,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,True
sky + sun,1,1,0,14,7,7,7,14,0,14,100:0,inf,1.0,True
sun + day,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
air + day,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
sun + earth,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
earth + dust,1,0,1,125,88,37,1,0,3,3,0:100,0.0,0.3,False
dust + cloud,1,0,1,53,39,14,2,0,7,7,0:100,0.0,0.26,False
day + dust,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
day + lava,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
lava + sun,1,1,0,12,7,5,8,14,0,14,100:0,inf,1.0,False
sun + stone,1,0,1,9,5,4,11,0,25,25,0:100,0.0,0.44,False
dust + stone,1,0,1,49,32,17,2,0,6,6,0:100,0.0,0.35,False
stone + lava,1,0,1,63,39,24,2,0,4,4,0:100,0.0,0.38,False
cloud + stone,1,1,0,29,19,10,3,5,0,5,100:0,inf,1.0,False
lava + dust,1,0,1,110,79,31,1,0,3,3,0:100,0.0,0.28,False
stone + fire,1,0,1,63,39,24,2,0,4,4,0:100,0.0,0.38,True
lava + metal,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,False
metal + dust,1,0,1,25,17,8,4,0,12,12,0:100,0.0,0.32,False
metal + sun,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,True
day + gold,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
mud + steam,1,0,1,122,84,38,1,0,3,3,0:100,0.0,0.31,False
dust + water,1,0,1,125,88,37,1,0,3,3,0:100,0.0,0.3,False
steam + sea,1,0,1,55,36,19,2,0,5,5,0:100,0.0,0.35,False
earth + obsidian,1,0,1,85,59,26,1,0,4,4,0:100,0.0,0.31,False
sea + earth,1,0,1,61,40,21,2,0,5,5,0:100,0.0,0.34,False
sea + energy,1,0,1,54,35,19,2,0,5,5,0:100,0.0,0.35,False
salt + dust,1,1,0,27,17,10,4,6,0,6,100:0,inf,1.0,False
obsidian + air,1,0,1,85,59,26,1,0,4,4,0:100,0.0,0.31,False
steam + dust,1,0,1,113,79,34,1,0,3,3,0:100,0.0,0.3,False
earth + lava,1,0,1,144,100,44,1,0,2,2,0:100,0.0,0.31,True
dust + air,1,0,1,125,88,37,1,0,3,3,0:100,0.0,0.3,False
steam + volcano,1,0,1,68,49,19,1,0,5,5,0:100,0.0,0.28,False
air + volcano,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
energy + fire,1,0,1,132,81,51,1,0,2,2,0:100,0.0,0.39,False
air + earthquake,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
energy + earthquake,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
earth + earthquake,1,1,0,77,45,32,1,2,0,2,100:0,inf,1.0,True
mountain + air,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,False
mountain + water,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,True
river + river,1,0,1,16,14,2,6,0,50,50,0:100,0.0,0.12,False
river + rain,1,0,1,15,13,2,7,0,50,50,0:100,0.0,0.13,False
river + fire,1,0,1,16,14,2,6,0,50,50,0:100,0.0,0.12,False
river + water,1,0,1,16,14,2,6,0,50,50,0:100,0.0,0.12,False
mountain + steam,1,1,0,27,22,5,4,5,0,5,100:0,inf,1.0,False
earthquake + mountain,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,False
mountain + energy,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,False
flood + earthquake,1,0,1,21,13,8,5,0,12,12,0:100,0.0,0.38,False
river + flood,1,1,0,5,4,1,20,25,0,25,100:0,inf,1.0,False
water + flood,1,1,0,36,24,12,3,4,0,4,100:0,inf,1.0,False
flood + rain,1,0,1,36,24,12,3,0,8,8,0:100,0.0,0.33,False
earth + flood,1,0,1,36,24,12,3,0,8,8,0:100,0.0,0.33,False
energy + flood,1,0,1,33,21,12,3,0,8,8,0:100,0.0,0.36,False
river + steam,1,1,0,15,13,2,7,8,0,8,100:0,inf,1.0,False
flood + air,1,1,0,36,24,12,3,4,0,4,100:0,inf,1.0,False
earthquake + earthquake,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
mountain + mountain,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,True
mountain range + mountain range,1,0,1,9,7,2,11,0,50,50,0:100,0.0,0.22,False
ocean + river,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
fire + ocean,1,0,1,37,24,13,3,0,8,8,0:100,0.0,0.35,True
earth + ocean,1,0,1,37,24,13,3,0,8,8,0:100,0.0,0.35,False
earthquake + ocean,1,0,1,26,16,10,4,0,10,10,0:100,0.0,0.38,True
mountain + ocean,1,1,0,10,8,2,10,12,0,12,100:0,inf,1.0,False
mountain range + ocean,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
pressure + ocean,1,0,1,35,23,12,3,0,8,8,0:100,0.0,0.34,False
rain + ocean,1,0,1,35,22,13,3,0,8,8,0:100,0.0,0.37,False
ocean + salt,1,1,0,20,10,10,5,10,0,10,100:0,inf,1.0,False
ocean + sea,1,0,1,37,24,13,3,0,8,8,0:100,0.0,0.35,False
steam + ocean,1,0,1,36,23,13,3,0,8,8,0:100,0.0,0.36,False
ocean + tsunami,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
tsunami + tsunami,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
salt + salt,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
steam + water,1,0,1,150,102,48,1,0,2,2,0:100,0.0,0.32,False
dust + fire,1,0,1,125,88,37,1,0,3,3,0:100,0.0,0.3,True
gunpowder + dust,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
water + geyser,1,0,1,61,37,24,2,0,4,4,0:100,0.0,0.39,False
lava + stone,1,0,1,63,39,24,2,0,4,4,0:100,0.0,0.38,False
metal + steam,1,0,1,26,15,11,4,0,9,9,0:100,0.0,0.42,True
boiler + metal,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
air + boiler,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
boiler + obsidian,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
water + boiler,1,0,1,6,4,2,17,0,50,50,0:100,0.0,0.33,False
cloud + steam,1,0,1,73,51,22,1,0,5,5,0:100,0.0,0.3,False
cloud + lava,1,0,1,61,44,17,2,0,6,6,0:100,0.0,0.28,False
water + cloud,1,0,1,73,51,22,1,0,5,5,0:100,0.0,0.3,True
metal + rain,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
cloud + air,1,0,1,73,51,22,1,0,5,5,0:100,0.0,0.3,True
sun + water,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
sun + fire,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
sun + sky,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,True
day + rain,1,1,0,7,4,3,14,25,0,25,100:0,inf,1.0,False
cloud + day,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
stone + rain,1,0,1,55,34,21,2,0,5,5,0:100,0.0,0.38,False
air + sun,1,0,1,14,7,7,7,0,14,14,0:100,0.0,1.0,False
day + steam,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
stone + earth,1,0,1,63,39,24,2,0,4,4,0:100,0.0,0.38,False
lava + sky,1,1,0,36,27,9,3,4,0,4,100:0,inf,1.0,False
sky + rain,1,0,1,40,28,12,2,0,8,8,0:100,0.0,0.3,False
fire + boiler,1,1,0,6,4,2,17,25,0,25,100:0,inf,1.0,False
day + day,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
day + sun,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
sky + day,1,0,1,8,5,3,12,0,33,33,0:100,0.0,0.38,False
rain + lava,1,0,1,126,88,38,1,0,3,3,0:100,0.0,0.3,False
obsidian + sky,1,1,0,21,14,7,5,7,0,7,100:0,inf,1.0,False
fire + sea,1,0,1,61,40,21,2,0,5,5,0:100,0.0,0.34,True
salt + earth,1,0,1,30,20,10,3,0,10,10,0:100,0.0,0.33,False
sea + dust,1,0,1,50,33,17,2,0,6,6,0:100,0.0,0.34,False
stone + earthquake,1,1,0,33,19,14,3,5,0,5,100:0,inf,1.0,False
earth + geyser,1,0,1,61,37,24,2,0,4,4,0:100,0.0,0.39,False
steam + geyser,1,0,1,61,37,24,2,0,4,4,0:100,0.0,0.39,False
cloud + sky,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
water + sky,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
sky + air,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
pressure + earth,1,0,1,63,42,21,2,0,5,5,0:100,0.0,0.33,False
atmosphere + pressure,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
atmosphere + sky,1,1,0,10,7,3,10,14,0,14,100:0,inf,1.0,False
air + atmosphere,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
atmosphere + steam,1,0,1,22,13,9,5,0,11,11,0:100,0.0,0.41,False
atmosphere + fire,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
cloud + atmosphere,1,1,0,15,10,5,7,10,0,10,100:0,inf,1.0,False
earth + atmosphere,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
water + algae,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
algae + plant,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
energy + earth,1,0,1,132,81,51,1,0,2,2,0:100,0.0,0.39,True
earthquake + earth,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,True
mountain + earthquake,1,1,0,28,23,5,4,4,0,4,100:0,inf,1.0,False
mountain + lava,1,0,1,27,22,5,4,0,20,20,0:100,0.0,0.19,True
volcano + lava,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
algae + steam,1,0,1,40,24,16,2,0,6,6,0:100,0.0,0.4,False
volcano + earthquake,1,0,1,45,29,16,2,0,6,6,0:100,0.0,0.36,False
air + mountain,1,1,0,28,23,5,4,4,0,4,100:0,inf,1.0,False
volcano + earth,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
energy + lava,1,0,1,111,73,38,1,0,3,3,0:100,0.0,0.34,False
algae + energy,1,0,1,37,22,15,3,0,7,7,0:100,0.0,0.41,False
algae + fire,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
mud + lava,1,0,1,115,83,32,1,0,3,3,0:100,0.0,0.28,False
mountain + geyser,1,1,0,14,10,4,7,10,0,10,100:0,inf,1.0,False
rain + geyser,1,0,1,52,32,20,2,0,5,5,0:100,0.0,0.38,False
volcano + obsidian,1,0,1,48,34,14,2,0,7,7,0:100,0.0,0.29,False
obsidian + earthquake,1,0,1,44,28,16,2,0,6,6,0:100,0.0,0.36,False
volcano + fire,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
geyser + obsidian,1,1,0,39,25,14,3,4,0,4,100:0,inf,1.0,False
steam + lava,1,0,1,129,91,38,1,0,3,3,0:100,0.0,0.29,False
steam + earth,1,0,1,150,102,48,1,0,2,2,0:100,0.0,0.32,True
geyser + rain,1,0,1,52,32,20,2,0,5,5,0:100,0.0,0.38,False
fire + plant,1,0,1,69,39,30,1,0,3,3,0:100,0.0,0.43,True
earth + tobacco,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
water + tobacco,1,0,1,41,19,22,2,0,5,5,0:100,0.0,1.0,False
lava + plant,1,0,1,58,36,22,2,0,5,5,0:100,0.0,0.38,False
geyser + pressure,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
air + pressure,1,0,1,63,42,21,2,0,5,5,0:100,0.0,0.33,True
geyser + atmosphere,1,0,1,9,4,5,11,0,20,20,0:100,0.0,1.0,False
atmosphere + water,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
algae + algae,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
algae + pressure,1,0,1,21,11,10,5,0,10,10,0:100,0.0,0.48,False
algae + air,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
algae + lava,1,0,1,42,25,17,2,0,6,6,0:100,0.0,0.4,False
algae + flood,1,1,0,12,7,5,8,14,0,14,100:0,inf,1.0,False
pressure + flood,1,0,1,33,23,10,3,0,10,10,0:100,0.0,0.3,False
mud + algae,1,1,0,36,21,15,3,5,0,5,100:0,inf,1.0,False
earth + grass,1,0,1,38,21,17,3,0,6,6,0:100,0.0,0.45,False
tobacco + volcano,1,0,1,22,11,11,5,0,9,9,0:100,0.0,1.0,False
rain + volcano,1,0,1,67,45,22,1,0,5,5,0:100,0.0,0.33,False
volcano + steam,1,0,1,68,49,19,1,0,5,5,0:100,0.0,0.28,False
volcano + flood,1,0,1,20,13,7,5,0,14,14,0:100,0.0,0.35,False
lava + flood,1,1,0,34,23,11,3,4,0,4,100:0,inf,1.0,False
swamp + fire,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
metal + air,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,True
rust + earth,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
earth + metal,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,False
rust + geyser,1,1,0,1,1,0,100,100,0,100,100:0,nan,1.0,False
water + rust,1,1,0,8,2,6,12,50,0,50,100:0,inf,0.25,False
metal + geyser,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
steam + rust,1,1,0,7,2,5,14,50,0,50,100:0,inf,0.29,False
volcano + water,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
metal + rust,1,0,1,8,2,6,12,0,17,17,0:100,0.0,1.0,False
volcano + air,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
metal + volcano,1,0,1,16,9,7,6,0,14,14,0:100,0.0,0.44,False
volcano + stone,1,0,1,31,18,13,3,0,8,8,0:100,0.0,0.42,False
fire + dust,1,0,1,125,88,37,1,0,3,3,0:100,0.0,0.3,True
dust + gunpowder,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
gunpowder + lava,1,0,1,56,44,12,2,0,8,8,0:100,0.0,0.21,False
fire + gunpowder,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,True
fire + explosion,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
earth + explosion,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
dust + explosion,1,1,0,33,24,9,3,4,0,4,100:0,inf,1.0,False
lava + explosion,1,1,0,30,23,7,3,4,0,4,100:0,inf,1.0,False
lava + pressure,1,0,1,55,36,19,2,0,5,5,0:100,0.0,0.35,True
explosion + granite,1,1,0,3,2,1,33,50,0,50,100:0,inf,1.0,False
dust + granite,1,1,0,10,6,4,10,17,0,17,100:0,inf,1.0,False
granite + earth,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
water + granite,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
pressure + dust,1,0,1,50,33,17,2,0,6,6,0:100,0.0,0.34,False
explosion + pressure,1,0,1,16,11,5,6,0,20,20,0:100,0.0,0.31,False
cloud + gunpowder,1,1,0,27,21,6,4,5,0,5,100:0,inf,1.0,False
sky + cloud,1,0,1,45,32,13,2,0,8,8,0:100,0.0,0.29,False
volcano + atmosphere,1,1,0,12,10,2,8,10,0,10,100:0,inf,1.0,False
explosion + atmosphere,1,1,0,6,5,1,17,20,0,20,100:0,inf,1.0,False
lava + volcano,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
granite + air,1,1,0,11,7,4,9,14,0,14,100:0,inf,1.0,False
explosion + volcano,1,0,1,22,16,6,5,0,17,17,0:100,0.0,0.27,False
granite + cloud,1,1,0,5,3,2,20,33,0,33,100:0,inf,1.0,False
earth + volcano,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
explosion + gunpowder,1,0,1,33,24,9,3,0,11,11,0:100,0.0,0.27,False
sky + atmosphere,1,0,1,10,7,3,10,0,33,33,0:100,0.0,0.3,False
gunpowder + volcano,1,1,0,36,28,8,3,4,0,4,100:0,inf,1.0,False
steam + atmosphere,1,0,1,22,13,9,5,0,11,11,0:100,0.0,0.41,False
cloud + rain,1,0,1,67,46,21,1,0,5,5,0:100,0.0,0.31,False
sky + volcano,1,1,0,17,14,3,6,7,0,7,100:0,inf,1.0,False
fire + cloud,1,0,1,73,51,22,1,0,5,5,0:100,0.0,0.3,False
lava + granite,1,0,1,11,7,4,9,0,25,25,0:100,0.0,0.36,False
gunpowder + earth,1,0,1,64,48,16,2,0,6,6,0:100,0.0,0.25,False
granite + steam,1,1,0,9,5,4,11,20,0,20,100:0,inf,1.0,False
pressure + steam,1,0,1,58,38,20,2,0,5,5,0:100,0.0,0.34,False
stone + volcano,1,0,1,31,18,13,3,0,8,8,0:100,0.0,0.42,False
dust + volcano,1,0,1,57,41,16,2,0,6,6,0:100,0.0,0.28,False
mud + dust,1,0,1,103,72,31,1,0,3,3,0:100,0.0,0.3,False
mud + volcano,1,1,0,65,47,18,2,2,0,2,100:0,inf,1.0,False
brick + lava,1,0,1,67,45,22,1,0,5,5,0:100,0.0,0.33,False
mud + wind,1,0,1,72,38,34,1,0,3,3,0:100,0.0,0.47,False
wind + volcano,1,0,1,37,21,16,3,0,6,6,0:100,0.0,0.43,False
volcano + energy,1,0,1,58,38,20,2,0,5,5,0:100,0.0,0.34,True
ash + energy,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
ash + fire,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
ash + mud,1,1,0,27,19,8,4,5,0,5,100:0,inf,1.0,False
wind + ash,1,0,1,19,11,8,5,0,12,12,0:100,0.0,0.42,False
brick + wind,1,0,1,41,21,20,2,0,5,5,0:100,0.0,0.49,False
wind + dust,1,0,1,61,34,27,2,0,4,4,0:100,0.0,0.44,False
steam + ash,1,0,1,29,20,9,3,0,11,11,0:100,0.0,0.31,False
earth + ash,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
brick + fire,1,0,1,74,48,26,1,0,4,4,0:100,0.0,0.35,False
earthquake + ash,1,0,1,23,15,8,4,0,12,12,0:100,0.0,0.35,False
fire + earthquake,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
earthquake + energy,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
earthquake + steam,1,0,1,72,42,30,1,0,3,3,0:100,0.0,0.42,False
obsidian + stone,1,0,1,34,20,14,3,0,7,7,0:100,0.0,0.41,False
earth + wind,1,0,1,81,43,38,1,0,3,3,0:100,0.0,0.47,False
earthquake + air,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
ash + air,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
dust + brick,1,0,1,59,38,21,2,0,5,5,0:100,0.0,0.36,False
obsidian + mud,1,0,1,78,54,24,1,0,4,4,0:100,0.0,0.31,False
stone + steam,1,0,1,57,35,22,2,0,5,5,0:100,0.0,0.39,False
earthquake + hurricane,1,0,1,33,17,16,3,0,6,6,0:100,0.0,0.48,False
ash + hurricane,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
hurricane + steam,1,0,1,45,22,23,2,0,4,4,0:100,0.0,1.0,False
energy + stone,1,0,1,54,32,22,2,0,5,5,0:100,0.0,0.41,False
hurricane + air,1,0,1,50,24,26,2,0,4,4,0:100,0.0,1.0,False
mud + hurricane,1,0,1,43,20,23,2,0,4,4,0:100,0.0,1.0,False
volcano + hurricane,1,1,0,25,14,11,4,7,0,7,100:0,inf,1.0,False
metal + fire,1,0,1,31,19,12,3,0,8,8,0:100,0.0,0.39,False
energy + metal,1,0,1,24,13,11,4,0,9,9,0:100,0.0,0.46,True
electricity + dust,1,0,1,15,9,6,7,0,17,17,0:100,0.0,0.4,False
steam + electricity,1,0,1,14,6,8,7,0,12,12,0:100,0.0,1.0,False
ash + water,1,0,1,30,21,9,3,0,11,11,0:100,0.0,0.3,False
electricity + wind,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
electricity + air,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,False
earthquake + electricity,1,0,1,11,6,5,9,0,20,20,0:100,0.0,0.45,False
metal + earthquake,1,1,0,12,6,6,8,17,0,17,100:0,inf,1.0,False
electricity + earth,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,False
earthquake + brick,1,0,1,35,20,15,3,0,7,7,0:100,0.0,0.43,False
wind + metal,1,0,1,17,8,9,6,0,11,11,0:100,0.0,1.0,False
electricity + ash,1,1,0,5,2,3,20,50,0,50,100:0,inf,0.4,False
ash + stone,1,1,0,17,10,7,6,10,0,10,100:0,inf,1.0,False
ash + metal,1,1,0,8,4,4,12,25,0,25,100:0,inf,1.0,False
wind + air,1,0,1,81,43,38,1,0,3,3,0:100,0.0,0.47,False
electricity + brick,1,1,0,7,2,5,14,50,0,50,100:0,inf,0.29,False
dust + lava,1,0,1,110,79,31,1,0,3,3,0:100,0.0,0.28,False
volcano + geyser,1,0,1,32,22,10,3,0,10,10,0:100,0.0,0.31,False
metal + electricity,1,0,1,17,9,8,6,0,12,12,0:100,0.0,0.47,True
electricity + wire,1,0,1,12,6,6,8,0,17,17,0:100,0.0,1.0,False
lava + cloud,1,0,1,61,44,17,2,0,6,6,0:100,0.0,0.28,False
earth + fog,1,0,1,20,14,6,5,0,17,17,0:100,0.0,0.3,False
fog + cloud,1,0,1,20,14,6,5,0,17,17,0:100,0.0,0.3,False
cloud + energy,1,0,1,54,34,20,2,0,5,5,0:100,0.0,0.37,True
earth + storm,1,0,1,26,17,9,4,0,11,11,0:100,0.0,0.35,False
storm + rain,1,0,1,26,17,9,4,0,11,11,0:100,0.0,0.35,False
fog + plant,1,1,0,7,3,4,14,33,0,33,100:0,inf,0.43,False
energy + fog,1,0,1,15,10,5,7,0,20,20,0:100,0.0,0.33,False
energy + wind,1,0,1,81,43,38,1,0,3,3,0:100,0.0,0.47,True
hurricane + wind,1,0,1,50,24,26,2,0,4,4,0:100,0.0,1.0,False
hurricane + hurricane,1,0,1,50,24,26,2,0,4,4,0:100,0.0,1.0,False
hurricane + mud,1,1,0,43,20,23,2,5,0,5,100:0,inf,0.47,False
wind + steam,1,0,1,74,39,35,1,0,3,3,0:100,0.0,0.47,False
hurricane + earthquake,1,0,1,33,17,16,3,0,6,6,0:100,0.0,0.48,False
rain + hurricane,1,0,1,42,19,23,2,0,4,4,0:100,0.0,1.0,False
rain + mountain,1,1,0,23,19,4,4,5,0,5,100:0,inf,1.0,True
rain + river,1,0,1,15,13,2,7,0,50,50,0:100,0.0,0.13,False
energy + river,1,0,1,16,14,2,6,0,50,50,0:100,0.0,0.12,False
hurricane + water,1,0,1,50,24,26,2,0,4,4,0:100,0.0,1.0,False
water + river,1,1,0,16,14,2,6,7,0,7,100:0,inf,1.0,False
earthquake + fire,1,0,1,77,45,32,1,0,3,3,0:100,0.0,0.42,False
mountain + fire,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,True
wind + fire,1,0,1,81,43,38,1,0,3,3,0:100,0.0,0.47,False
brick + earth,1,0,1,74,48,26,1,0,4,4,0:100,0.0,0.35,False
mountain + earth,1,0,1,28,23,5,4,0,20,20,0:100,0.0,0.18,False
hurricane + grass,1,0,1,11,4,7,9,0,14,14,0:100,0.0,1.0,False
energy + brick,1,0,1,58,35,23,2,0,4,4,0:100,0.0,0.4,False
lava + river,1,0,1,15,13,2,7,0,50,50,0:100,0.0,0.13,False
river + plant,1,1,0,7,5,2,14,20,0,20,100:0,inf,1.0,False
water + plant,1,0,1,69,39,30,1,0,3,3,0:100,0.0,0.43,True
river + algae,1,0,1,7,5,2,14,0,50,50,0:100,0.0,0.29,False
rain + algae,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
algae + earth,1,0,1,45,26,19,2,0,5,5,0:100,0.0,0.42,False
dust + wind,1,0,1,61,34,27,2,0,4,4,0:100,0.0,0.44,False
volcano + brick,1,1,0,42,28,14,2,4,0,4,100:0,inf,1.0,False
lava + mountain,1,0,1,27,22,5,4,0,20,20,0:100,0.0,0.19,True
earth + river,1,0,1,16,14,2,6,0,50,50,0:100,0.0,0.12,False
steam + brick,1,0,1,71,47,24,1,0,4,4,0:100,0.0,0.34,False
steam + grass,1,0,1,35,20,15,3,0,7,7,0:100,0.0,0.43,False
swamp + algae,1,0,1,15,9,6,7,0,17,17,0:100,0.0,0.4,False
mud + river,1,1,0,14,13,1,7,8,0,8,100:0,inf,1.0,False
swamp + wind,1,1,0,13,6,7,8,17,0,17,100:0,inf,0.46,False
swamp + water,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
swamp + rain,1,0,1,28,17,11,4,0,9,9,0:100,0.0,0.39,False
swamp + steam,1,0,1,25,16,9,4,0,11,11,0:100,0.0,0.36,False
river + swamp,1,1,0,3,3,0,33,33,0,33,100:0,nan,1.0,False
fire + volcano,1,0,1,77,53,24,1,0,4,4,0:100,0.0,0.31,False
stone + air,1,0,1,63,39,24,2,0,4,4,0:100,0.0,0.38,True
sand + lava,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,False
water + sand,1,0,1,25,13,12,4,0,8,8,0:100,0.0,0.48,True
rain + beach,1,0,1,13,8,5,8,0,20,20,0:100,0.0,0.38,False
volcano + metal,1,0,1,16,9,7,6,0,14,14,0:100,0.0,0.44,False
metal + beach,1,1,0,8,5,3,12,20,0,20,100:0,inf,1.0,False
